codigo_centro,codigo_cne_nuevo,codigo_viejo,codigo_cne_viejo,nombre_centro,num_electores,num_mesas,votos_validos,votos_gobierno,votos_oposicion,votos_otros,votos_nulos,total_votos,pct_gobierno,pct_oposicion,participacion,fuente_url
040101013,040101013,9281,9281,COLEGIO INTERNACIONAL,2696,5,2088,612,1476,0,49,2137,29.31,70.69,79.27,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040101014,040101014,9282,9282,UE COLEGIO DR. GUSTAVO H MACHADO,1948,4,1317,580,737,0,71,1388,44.04,55.96,71.25,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040101019,040101019,8942,8942,UNIDAD EDUCATIVA ESTADAL DOCTOR EMILIO MEDINA,590,1,430,277,153,0,12,442,64.42,35.58,74.92,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040101020,040101020,8944,8944,ESCUELA BASICA NACIONAL BOLIVARIANA SILANIA PERAZA UDDIS,543,1,427,301,126,0,11,438,70.49,29.51,80.66,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040102001,040102001,9620,9620,UNIDAD EDUCATIVA NACIONAL BOLIVARIANA CHORONI,1359,3,847,575,272,0,25,872,67.89,32.11,64.16,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040102002,040102002,9630,9630,ESC BAS OSCAR E ORTEGA PALMA,914,2,630,524,106,0,15,645,83.17,16.83,70.57,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040102003,040102003,9640,9640,UNIDAD EDUCATIVA CHORONI,899,2,549,348,201,0,22,571,63.39,36.61,63.52,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040103001,040103001,8980,8980,CONSERVATORIO DE MUSICA,5138,9,3798,585,3213,0,54,3852,15.4,84.6,74.97,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040103002,040103002,9020,9020,ESC BAS GREGORIA DIAZ,2867,5,2041,1216,825,0,69,2110,59.58,40.42,73.6,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040103003,040103003,9021,9021,ESC.BAS.JUSTINA GUERRA,3189,6,2387,1407,980,0,64,2451,58.94,41.06,76.86,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040103004,040103004,9022,9022,SAPANA,670,2,477,273,204,0,17,494,57.23,42.77,73.73,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040103005,040103005,9030,9030,CICLO DIVERSIFICADO AGUSTIN CODAZZI,4515,8,3375,653,2722,0,52,3427,19.35,80.65,75.9,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040103006,040103006,9032,9032,BIBLIOTECA VIRTUAL,2270,4,1686,356,1330,0,35,1721,21.12,78.88,75.81,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040103007,040103007,9040,9040,ESC BAS FELIPE GUEVARA ROJAS,2038,4,1386,691,695,0,36,1422,49.86,50.14,69.77,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040103008,040103008,9090,9090,ESC BAS VICTOR MANUEL PATIO,3402,6,2547,1081,1466,0,59,2606,42.44,57.56,76.6,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040103009,040103009,9091,9091,PRESC. MARIA T. TORO,1022,2,761,340,421,0,26,787,44.68,55.32,77.01,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040103010,040103010,9100,9100,ESC.BAS.ANTONIA ESTELLER,3676,7,2588,1436,1152,0,79,2667,55.49,44.51,72.55,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040103012,040103012,9201,9201,PARQUE DE EXPOSICION DE FERIAS,3509,7,2643,695,1948,0,38,2681,26.3,73.7,76.4,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040103013,040103013,9202,9202,U.E.N LUIS MARIANO RIVERA,2812,5,2283,1176,1107,0,27,2310,51.51,48.49,82.15,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040103014,040103014,9214,9214,C B CARLOS ARRIETA,4772,9,3725,1022,2703,0,52,3777,27.44,72.56,79.15,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040103015,040103015,9250,9250,GRUPO ESCOLAR JULIO MORALES LARA,2351,4,1718,865,853,0,38,1756,50.35,49.65,74.69,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040103016,040103016,9260,9260,CICLO BASICO ARAGUA,1054,2,724,292,432,0,10,734,40.33,59.67,69.64,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040103017,040103017,9261,9261,COLEGIO HUMBOLT,1880,4,1441,261,1180,0,17,1458,18.11,81.89,77.55,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040103018,040103018,8983,8983,CASA DE LA CULTURA,672,2,484,154,330,0,13,497,31.82,68.18,73.96,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040103019,040103019,8984,8984,SEDE DEL COLEGIO DE PROFESORES DEL ESTADO ARAGUA,302,1,272,55,217,0,1,273,20.22,79.78,90.4,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040103020,040103020,8985,8985,CENTRO DE DESARROLLO INFANTIL ARAGUA,900,2,745,183,562,0,8,753,24.56,75.44,83.67,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040103021,040103021,9471,9471,ALDEA UNIVERSITARIA ANTONIO JOSE DE SUCRE,2243,4,1547,499,1048,0,41,1588,32.26,67.74,70.8,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040104001,040104001,9070,9070,GRUPO ESCOLAR JESUS PACHECO ROJAS,3355,6,2346,1207,1139,0,76,2422,51.45,48.55,72.19,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040104002,040104002,9071,9071,ATAD (ARAGUA TERRITORIO ANTIDROGAS),1431,3,992,431,561,0,23,1015,43.45,56.55,70.93,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040104003,040104003,9120,9120,GRUPO ESCOLAR MIGUEL JOSE SANZ,2569,5,1888,805,1083,0,61,1949,42.64,57.36,75.87,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040104004,040104004,9121,9121,AMBULT ARMANDO CASTILLO P,2348,4,1620,894,726,0,43,1663,55.19,44.81,70.83,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040104005,040104005,9122,9122,ESC BAS JOSEFINA BRITO,1620,3,1171,695,476,0,51,1222,59.35,40.65,75.43,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040104006,040104006,9124,9124,PRE ESCOLAR PIONAL,2054,4,1421,752,669,0,52,1473,52.92,47.08,71.71,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040104007,040104007,9131,9131,ESC. BAS. VENEZUELA,799,2,640,280,360,0,13,653,43.75,56.25,81.73,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040104008,040104008,9140,9140,ESC BAS ARAGUA,3608,7,2673,1173,1500,0,74,2747,43.88,56.12,76.14,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040104009,040104009,9142,9142,CENTRO DE APOYO INTEGRAL A NI—OS Y NI—AS DE LA SEG,1439,3,1086,477,609,0,29,1115,43.92,56.08,77.48,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040104011,040104011,9150,9150,LICEO JOSE LUIS RAMOS,5558,10,4116,1555,2561,0,104,4220,37.78,62.22,75.93,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040104012,040104012,9216,9216,CASA DE RETIRO SAN BARTOLOME,2684,5,1885,1011,874,0,76,1961,53.63,46.37,73.06,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040104013,040104013,9230,9230,GRUPO ESCOLAR JESUS HERNANDEZ PRADO,5831,11,4229,2390,1839,0,128,4357,56.51,43.49,74.72,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040104015,040104015,9240,9240,ESC. GRADUADA SANTOS MICHELENA,3825,7,2747,1363,1384,0,87,2834,49.62,50.38,74.09,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040104016,040104016,9252,9252,ESCUELA GRADUADA JACOB PEREZ CARBALLO,2581,5,1975,887,1088,0,49,2024,44.91,55.09,78.42,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040104019,040104019,9072,9072,ESCUELA BASICA NACIONAL BOLIVARIANA MARACAY,389,1,308,172,136,0,4,312,55.84,44.16,80.21,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040104020,040104020,9073,9073,CENTRO DE EDUCACION DE ADULTOS CACIQUE CHARAIMA,415,1,333,166,167,0,8,341,49.85,50.15,82.17,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040104021,040104021,9074,9074,ESCUELA BASICA LAS ACACIAS,425,1,344,142,202,0,8,352,41.28,58.72,82.82,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040105001,040105001,9210,9210,ESCUELA BASICA JOSE ANTONIO PAEZ,3168,6,2100,1558,542,0,73,2173,74.19,25.81,68.59,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040105003,040105003,9212,9212,ESCUELA BASICA ARNOLDO GABALDON,3284,6,2277,1669,608,0,78,2355,73.3,26.7,71.71,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040105004,040105004,9213,9213,ESCUELA BASICA EDMUNDO ARENCIBIA,3814,7,2654,1939,715,0,89,2743,73.06,26.94,71.92,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040105005,040105005,9215,9215,ESC BAS JULIO PAEZ,2606,5,1744,1294,450,0,67,1811,74.2,25.8,69.49,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040105006,040105006,9217,9217,ESC BAS NAC ANA FERNANDEZ RAMIREZ,2681,5,1697,1287,410,0,58,1755,75.84,24.16,65.46,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040105007,040105007,9218,9218,CICLO BAS. ATANACIO GIRARDOT,1100,2,749,558,191,0,39,788,74.5,25.5,71.64,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040105008,040105008,9219,9219,E.B LETICIA MUDARRA DE LOPEZ,3622,7,2348,1697,651,0,117,2465,72.27,27.73,68.06,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040105010,040105010,9254,9254,ESC BAS LOS SAMANES,2946,6,2236,952,1284,0,50,2286,42.58,57.42,77.6,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040105011,040105011,9255,9255,ESC BAS SAN RAFAEL,2026,4,1428,1028,400,0,86,1514,71.99,28.01,74.73,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040105012,040105012,9256,9256,UNIDAD EDUCATIVA SANTA MARTA,3516,6,2702,1039,1663,0,69,2771,38.45,61.55,78.81,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040105013,040105013,9258,9258,CASA USOS MULTIPLES LOS SAMANES,1527,3,1169,498,671,0,30,1199,42.6,57.4,78.52,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040105014,040105014,9290,9290,JARDIN DE INFANCIA RIO BLANCO I,3454,6,2318,1769,549,0,83,2401,76.32,23.68,69.51,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040105015,040105015,9293,9293,ESC.BAS.ISABEL TERESA RANGEL.,2644,5,1718,1346,372,0,74,1792,78.35,21.65,67.78,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040105016,040105016,9259,9259,UNIDAD EDUCATIVA COOPERATIVA LAS NIEVES,2047,4,1591,679,912,0,30,1621,42.68,57.32,79.19,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040105018,040105018,9222,9222,UNIDAD EDUCATIVA NACIONAL JOSE MARTI,241,1,176,136,40,0,2,178,77.27,22.73,73.86,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040105019,040105019,9223,9223,UNIDAD EDUCATIVA ESTADAL ENRIQUE VASQUEZ FERMIN,585,1,465,326,139,0,12,477,70.11,29.89,81.54,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040105020,040105020,9224,9224,ESCUELA BASICA ESTADAL ANTONIO JOSE DE SUCRE,426,1,338,288,50,0,6,344,85.21,14.79,80.75,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040106001,040106001,9011,9011,ESC BAS MORAL Y LUCES,2761,5,2018,735,1283,0,41,2059,36.42,63.58,74.57,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040106002,040106002,9050,9050,ESC BAS RAFAEL URDANETA,3202,6,2253,1252,1001,0,50,2303,55.57,44.43,71.92,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040106003,040106003,9051,9051,INSTITUTO MARISCAL DE AYACUCHO,1409,3,994,491,503,0,25,1019,49.4,50.6,72.32,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040106004,040106004,9060,9060,ESC BAS LUCAS GUILLERMO CASTILLO,3705,7,2857,1064,1793,0,73,2930,37.24,62.76,79.08,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040106005,040106005,9062,9062,ESCUELA PRIVADA ACADEMUS,3344,6,2734,531,2203,0,49,2783,19.42,80.58,83.22,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040106006,040106006,9063,9063,E.B. PRIVADA VICENTE LECUNA,1105,2,851,220,631,0,15,866,25.85,74.15,78.37,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040106007,040106007,9064,9064,INCE INDUSTRIAL POLIVALENTE,1831,4,1306,593,713,0,34,1340,45.41,54.59,73.18,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040106008,040106008,9160,9160,CICLO BASICO MANUEL ANTONIO CARRE—O,2963,6,2341,570,1771,0,34,2375,24.35,75.65,80.16,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040106010,040106010,9180,9180,CENTRO DE FORMACION INDUSTRIAL MARACAY INCE,3841,7,2698,1618,1080,0,73,2771,59.97,40.03,72.14,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040106011,040106011,9181,9181,U.E. SIMON BOLIVAR,2769,5,1925,1111,814,0,59,1984,57.71,42.29,71.65,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040106012,040106012,9190,9190,ESC BAS VICTOR LINO GOMEZ,4666,9,3139,2289,850,0,103,3242,72.92,27.08,69.48,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040106013,040106013,9191,9191,ESC.BAS.MARY DIAZ DE ESPAA,4394,8,2948,2020,928,0,126,3074,68.52,31.48,69.96,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040106014,040106014,9192,9192,U.E.NAC CREACION CAMPO ALEGRE,3863,7,2577,1897,680,0,105,2682,73.61,26.39,69.43,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040106015,040106015,9193,9193,PREESC. NAC. CAMPO ALEGRE,1588,3,1082,796,286,0,46,1128,73.57,26.43,71.03,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040106016,040106016,9251,9251,ESC BAS JUAN LOVERA,3420,6,2563,1257,1306,0,67,2630,49.04,50.96,76.9,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040106017,040106017,9012,9012,UNIDAD EDUCATIVA ESTADAL OLINTO MORA VASQUEZ,423,1,306,236,70,0,10,316,77.12,22.88,74.7,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040106018,040106018,9013,9013,ESCUELA BASICA NACIONAL ANDRES ELOY BLANCO,461,1,384,296,88,0,8,392,77.08,22.92,85.03,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040107001,040107001,9350,9350,ESC.BAS.EST.LA DEMOCRACIA,3616,7,2590,1014,1576,0,62,2652,39.15,60.85,73.34,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040107002,040107002,9370,9370,ESC BAS TRINO CELIS RIOS,2658,5,1949,796,1153,0,40,1989,40.84,59.16,74.83,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040107003,040107003,9371,9371,LICEO DON ROMULO GALLEGOS,2263,4,1556,793,763,0,82,1638,50.96,49.04,72.38,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040107004,040107004,9390,9390,ESC BAS VALENTIN ESPINAL,2069,4,1471,618,853,0,43,1514,42.01,57.99,73.18,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040107005,040107005,9400,9400,ESC. BAS. EUTIMIO RIVAS,4142,8,2922,1550,1372,0,78,3000,53.05,46.95,72.43,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040107006,040107006,9410,9410,ESC.BAS.JOSE ANTONIO MAITIN,2187,4,1500,822,678,0,34,1534,54.8,45.2,70.14,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040107007,040107007,9440,9440,ESCUELA BASICA VIRGINIA PEREZ DE ORAMAS,4615,9,3241,2365,876,0,90,3331,72.97,27.03,72.18,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040107008,040107008,9441,9441,ESC. BAS. EST. J. R. GONZALEZ BAQUERO.,3126,6,2196,1550,646,0,55,2251,70.58,29.42,72.01,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040107009,040107009,9442,9442,MOD.DE SERV.BRISAS DEL LAGO,1379,3,976,695,281,0,35,1011,71.21,28.79,73.31,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040107012,040107012,9450,9450,C.B.JUAN VICENTE BOLIVAR.,3200,6,2353,700,1653,0,40,2393,29.75,70.25,74.78,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040107013,040107013,9460,9460,ESCUELA BASICA PILAR PELGRON,1540,3,1214,362,852,0,14,1228,29.82,70.18,79.74,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040107014,040107014,9470,9470,ESCUELA BASICA REPUBLICA DE MEJICO,3726,7,2626,887,1739,0,67,2693,33.78,66.22,72.28,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040107016,040107016,9472,9472,COLEGIO LOPE DE VEGAS,1747,3,1190,391,799,0,31,1221,32.86,67.14,69.89,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040107017,040107017,9480,9480,ESC.BAS.ARMANDO ZULUAGA BLANCO.,1063,2,755,229,526,0,20,775,30.33,69.67,72.91,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040107018,040107018,9530,9530,ESC BAS INES ALFONSO DE PEREZ,1819,4,1251,901,350,0,53,1304,72.02,27.98,71.69,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040107019,040107019,9772,9772,INSTITUTO TECNOLOGICO CARLOS SOUBLETTE,1597,3,1119,498,621,0,21,1140,44.5,55.5,71.38,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040107020,040107020,9446,9446,E.B BRISAS DEL LAGO,896,2,603,443,160,0,15,618,73.47,26.53,68.97,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040107021,040107021,9351,9351,UNIDAD EDUCATIVA NACIONAL JOSE RIBAS BALBOA,1023,2,686,558,128,0,13,699,81.34,18.66,68.33,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040107022,040107022,9352,9352,INSTITUTO UNIVERSITARIO DE TECNOLOGIA ANTONIO RICAURTE,535,1,438,125,313,0,4,442,28.54,71.46,82.62,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040107023,040107023,9353,9353,UNIDAD EDUCATIVA ESPECIAL MARACAY,230,1,183,91,92,0,9,192,49.73,50.27,83.48,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040108001,040108001,9292,9292,ESCUELA BASICA CIRO MALDONADO ZERPA,1642,3,1214,443,771,0,20,1234,36.49,63.51,75.15,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040108002,040108002,9300,9300,ESC. BASICA JOSE MARIA BENITEZ.,3656,7,2742,1534,1208,0,82,2824,55.94,44.06,77.24,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040108003,040108003,9301,9301,UEN ALFREDO EMILIO BERROTERAN,1788,4,1267,706,561,0,35,1302,55.72,44.28,72.82,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040108004,040108004,9310,9310,ESCUELA TECNICA INDUSTRIAL JOAQUIN AVELLAN,2032,4,1473,627,846,0,28,1501,42.57,57.43,73.87,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040108005,040108005,9320,9320,ESC.BASICA ATANACIO GIRARDOT.,3158,6,2273,1259,1014,0,86,2359,55.39,44.61,74.7,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040108006,040108006,9380,9380,ESCUELA BASICA AGUSTIN AVELEDO,3234,6,2171,1346,825,0,78,2249,62.0,38.0,69.54,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040108007,040108007,9430,9430,ESC B EST ARMANDO REVERON,3231,6,2161,1640,521,0,82,2243,75.89,24.11,69.42,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040108009,040108009,9432,9432,ESC BAS ANTONIO GARCIA ROJO,5287,10,3482,2910,572,0,150,3632,83.57,16.43,68.7,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040108010,040108010,9433,9433,U.E GRAN MARISCAL DE AYACUCHO,3436,6,2653,1948,705,0,49,2702,73.43,26.57,78.64,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040108011,040108011,9434,9434,CONCENTRADA SAN VICENTE,1855,4,1243,974,269,0,46,1289,78.36,21.64,69.49,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040108012,040108012,9490,9490,ESC.BAS.ANIBAL CASTILLO.,3951,7,2758,1799,959,0,91,2849,65.23,34.77,72.11,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040108013,040108013,9500,9500,ESC. BAS. PADRE LOPEZ AVELEDO,4141,8,2876,2013,863,0,67,2943,69.99,30.01,71.07,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040108014,040108014,9510,9510,ESC.BAS.ELIDORO BETANCOURT.,4518,8,3221,1942,1279,0,79,3300,60.29,39.71,73.04,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040108015,040108015,9511,9511,UNIDAD EDUCATIVA LUIS BELTRAN PRIETO FIGUEROA,824,2,574,385,189,0,17,591,67.07,32.93,71.72,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040108017,040108017,9520,9520,ESCUELA BASICA FEDERICO GARCIA ARIAS,1826,4,1108,841,267,0,26,1134,75.9,24.1,62.1,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040108018,040108018,9521,9521,ESC EST 24 DE JULIO,493,1,265,228,37,0,12,277,86.04,13.96,56.19,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040108020,040108020,9294,9294,NUESTRA SE—ORA DEL PILAR,401,1,283,241,42,0,8,291,85.16,14.84,72.57,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
