codigo_centro,codigo_cne_original,nombre_centro,estado,municipio,parroquia,num_mesas,electores_inscritos,votantes,votos_validos,votos_nulos,votos_gobierno,votos_oposicion,votos_otros,votos_falcon,votos_bertucci_quijada,pct_gobierno,pct_oposicion,pct_otros,participacion,detalle_otros_json,fuente,doi,corte_fuente
060901015,60901015,ESCUELA INTEGRAL BOLIVARIANA EL SALTO,BOLIVAR,GRAN SABANA,SANTA ELENA DE UAIREN,2,1132,261,257,4,134,55,68,55,68,52.140078,21.400778,26.459144,23.056537,"{""bertucci_quijada"":68,""falcon"":55}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060901016,60901016,UNIDAD EDUCATIVA ESCUELA NACIONAL GRANJA WONKEN,BOLIVAR,GRAN SABANA,SANTA ELENA DE UAIREN,1,567,70,69,1,40,13,16,13,16,57.971014,18.84058,23.188406,12.345679,"{""bertucci_quijada"":16,""falcon"":13}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060901017,60901017,SEDE MISION BUENA VISTA WAIPARU,BOLIVAR,GRAN SABANA,SANTA ELENA DE UAIREN,1,223,136,136,0,130,2,4,2,4,95.588235,1.470588,2.941176,60.986547,"{""bertucci_quijada"":4,""falcon"":2}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060901018,60901018,ESCUELA NACIONAL UNITARIA,BOLIVAR,GRAN SABANA,SANTA ELENA DE UAIREN,1,414,139,137,2,102,22,13,22,13,74.452555,16.058394,9.489051,33.574879,"{""bertucci_quijada"":13,""falcon"":22}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060901019,60901019,ESCUELA NACIONAL CONCENTRADA MIXTA SIN NUMERO Nº 169,BOLIVAR,GRAN SABANA,SANTA ELENA DE UAIREN,1,609,319,317,2,171,56,90,56,90,53.943218,17.665615,28.391167,52.380952,"{""bertucci_quijada"":90,""falcon"":56}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060901020,60901020,ESCUELA NACIONAL UNITARIA SIN NUMERO,BOLIVAR,GRAN SABANA,SANTA ELENA DE UAIREN,2,837,105,104,1,90,11,3,11,3,86.538462,10.576923,2.884615,12.544803,"{""bertucci_quijada"":3,""falcon"":11}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060901021,60901021,ESCUELA BASICA GRAN SABANA,BOLIVAR,GRAN SABANA,SANTA ELENA DE UAIREN,1,458,176,175,1,115,45,15,45,15,65.714286,25.714286,8.571429,38.427948,"{""bertucci_quijada"":15,""falcon"":45}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060901022,60901022,CASA DE LA CULTURA LUCAS FERNANDEZ PEÑA,BOLIVAR,GRAN SABANA,SANTA ELENA DE UAIREN,3,1913,453,437,16,262,83,92,83,92,59.954233,18.993135,21.052632,23.680084,"{""bertucci_quijada"":92,""falcon"":83}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060901023,60901023,ESCUELA BASICA NUMERO 486 SAN ANTONIO MORICHAL,BOLIVAR,GRAN SABANA,SANTA ELENA DE UAIREN,1,256,101,99,2,69,23,7,23,7,69.69697,23.232323,7.070707,39.453125,"{""bertucci_quijada"":7,""falcon"":23}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060901024,60901024,ESCUELA BASICA NER. PARAITEPUY DE RORAIMA,BOLIVAR,GRAN SABANA,SANTA ELENA DE UAIREN,1,173,86,86,0,58,27,1,27,1,67.44186,31.395349,1.162791,49.710983,"{""bertucci_quijada"":1,""falcon"":27}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060901025,60901025,ESCUELA  MANAKRI,BOLIVAR,GRAN SABANA,SANTA ELENA DE UAIREN,2,1125,369,363,6,192,109,62,109,62,52.892562,30.027548,17.07989,32.8,"{""bertucci_quijada"":62,""falcon"":109}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060901026,60901026,UNIDAD EDUCATIVA MUNICIPAL FRANCISCO MICHELENA Y ROJAS,BOLIVAR,GRAN SABANA,SANTA ELENA DE UAIREN,1,756,181,180,1,77,37,66,37,66,42.777778,20.555556,36.666667,23.941799,"{""bertucci_quijada"":66,""falcon"":37}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060901027,60901027,CASA COMUNAL KEWEY I,BOLIVAR,GRAN SABANA,SANTA ELENA DE UAIREN,2,1566,550,542,8,299,90,153,90,153,55.166052,16.605166,28.228782,35.121328,"{""bertucci_quijada"":153,""falcon"":90}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060901028,60901028,ESCUELA INTEGRAL BOLIVARIANA  WUARA,BOLIVAR,GRAN SABANA,SANTA ELENA DE UAIREN,1,223,103,102,1,64,20,18,20,18,62.745098,19.607843,17.647059,46.188341,"{""bertucci_quijada"":18,""falcon"":20}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060901029,60901029,UNIDAD EDUCATIVA INTEGRAL SANTA RITA,BOLIVAR,GRAN SABANA,SANTA ELENA DE UAIREN,1,585,157,153,4,75,42,36,42,36,49.019608,27.45098,23.529412,26.837607,"{""bertucci_quijada"":36,""falcon"":42}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060901034,60901034,CHIRICAYEN,BOLIVAR,GRAN SABANA,SANTA ELENA DE UAIREN,1,160,105,105,0,102,3,0,3,0,97.142857,2.857143,0.0,65.625,"{""bertucci_quijada"":0,""falcon"":3}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060901035,60901035,ESCUELA INTEGRAL BOLIVARIANA SANTO DOMINGO DE TURASEN,BOLIVAR,GRAN SABANA,SANTA ELENA DE UAIREN,1,53,22,22,0,15,7,0,7,0,68.181818,31.818182,0.0,41.509434,"{""bertucci_quijada"":0,""falcon"":7}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060902001,60902001,ESCUELA NACIONAL CONCENTRADA SIN  NUMERO 172,BOLIVAR,GRAN SABANA,IKABARU,2,1011,170,169,1,81,58,30,58,30,47.928994,34.319527,17.751479,16.815035,"{""bertucci_quijada"":30,""falcon"":58}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060902002,60902002,ESCUELA BASICA NER. NUMERO 486,BOLIVAR,GRAN SABANA,IKABARU,1,272,64,62,2,51,5,6,5,6,82.258065,8.064516,9.677419,23.529412,"{""bertucci_quijada"":6,""falcon"":5}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060902004,60902004,ESCUELA NACIONAL EDUCACIONAL CONCENTRADA SIN NUMERO PARKUPI,BOLIVAR,GRAN SABANA,IKABARU,1,180,45,45,0,14,1,30,1,30,31.111111,2.222222,66.666667,25.0,"{""bertucci_quijada"":30,""falcon"":1}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
061001001,61001001,ESCUELA NACIONAL BASICA NICOLAS ANTONIO FARRERA,BOLIVAR,EL CALLAO,EL CALLAO,7,5090,1283,1259,24,653,181,425,181,425,51.866561,14.376489,33.75695,25.206287,"{""bertucci_quijada"":425,""falcon"":181}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
061001002,61001002,UNIDAD EDUCATIVA NACIONAL JOSE MANUEL AGOSTO MENDEZ,BOLIVAR,EL CALLAO,EL CALLAO,4,2917,792,783,9,378,118,287,118,287,48.275862,15.070243,36.653895,27.151183,"{""bertucci_quijada"":287,""falcon"":118}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
061001003,61001003,ESCUELA CONCENTRADA LA RAMONA,BOLIVAR,EL CALLAO,EL CALLAO,1,797,276,274,2,179,21,74,21,74,65.328467,7.664234,27.007299,34.629862,"{""bertucci_quijada"":74,""falcon"":21}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
061001004,61001004,ESCUELA RURAL SIN NUMERO. EL CHOCO,BOLIVAR,EL CALLAO,EL CALLAO,1,288,105,105,0,36,11,58,11,58,34.285714,10.47619,55.238095,36.458333,"{""bertucci_quijada"":58,""falcon"":11}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
061001005,61001005,ESCUELA BOLIVARIANA 164 NUEVO MEXICO,BOLIVAR,EL CALLAO,EL CALLAO,1,718,161,161,0,62,16,83,16,83,38.509317,9.937888,51.552795,22.423398,"{""bertucci_quijada"":83,""falcon"":16}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
061001006,61001006,ESCUELA NACIONAL CONCENTRADA NUMERO 123,BOLIVAR,EL CALLAO,EL CALLAO,1,622,189,189,0,111,17,61,17,61,58.730159,8.994709,32.275132,30.385852,"{""bertucci_quijada"":61,""falcon"":17}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
061001007,61001007,ESCUELA NACIONAL BASICA JOSE SOLANO,BOLIVAR,EL CALLAO,EL CALLAO,1,734,143,142,1,71,25,46,25,46,50.0,17.605634,32.394366,19.482289,"{""bertucci_quijada"":46,""falcon"":25}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
061001008,61001008,UNIDAD EDUCATIVA BOLIVARIANA  135 CARATAL,BOLIVAR,EL CALLAO,EL CALLAO,1,543,133,133,0,68,19,46,19,46,51.12782,14.285714,34.586466,24.493554,"{""bertucci_quijada"":46,""falcon"":19}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
061001009,61001009,ESCUELA ESTADAL UNITARIA NUMERO 239,BOLIVAR,EL CALLAO,EL CALLAO,2,976,236,235,1,103,39,93,39,93,43.829787,16.595745,39.574468,24.180328,"{""bertucci_quijada"":93,""falcon"":39}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
061001011,61001011,ESCUELA BASICA RURAL LA GASOLINA,BOLIVAR,EL CALLAO,EL CALLAO,4,2608,913,908,5,471,98,339,98,339,51.872247,10.792952,37.334802,35.007669,"{""bertucci_quijada"":339,""falcon"":98}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
061001012,61001012,CENTRO DE EDUCACION INICIAL NELLYS SANCHEZ DE ANDRADE (SIMONCITO),BOLIVAR,EL CALLAO,EL CALLAO,2,1263,377,377,0,210,40,127,40,127,55.702918,10.61008,33.687003,29.849565,"{""bertucci_quijada"":127,""falcon"":40}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
061001013,61001013,UNIDAD EDUCATIVA BOLIVARIANA NACUPAY,BOLIVAR,EL CALLAO,EL CALLAO,2,893,230,226,4,107,35,84,35,84,47.345133,15.486726,37.168142,25.755879,"{""bertucci_quijada"":84,""falcon"":35}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
061101001,61101001,ESCUELA NACIONAL BASICA FEDERICO CHIRINOS,BOLIVAR,PADRE PEDRO CHIEN,EL PALMAR,5,3605,1449,1426,23,1066,167,193,167,193,74.754558,11.71108,13.534362,40.194175,"{""bertucci_quijada"":193,""falcon"":167}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
061101002,61101002,UNIDA EDUCATIVA BASICA EL PERICO,BOLIVAR,PADRE PEDRO CHIEN,EL PALMAR,1,795,351,351,0,270,39,42,39,42,76.923077,11.111111,11.965812,44.150943,"{""bertucci_quijada"":42,""falcon"":39}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
061101003,61101003,UNIDAD EDUCATIVA NACIONAL GUASIPATI,BOLIVAR,PADRE PEDRO CHIEN,EL PALMAR,2,857,344,344,0,269,37,38,37,38,78.197674,10.755814,11.046512,40.140023,"{""bertucci_quijada"":38,""falcon"":37}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
061101004,61101004,UNIDA EDUCATIVA BASICA CUATRO CASA,BOLIVAR,PADRE PEDRO CHIEN,EL PALMAR,2,1078,510,504,6,426,28,50,28,50,84.52381,5.555556,9.920635,47.309833,"{""bertucci_quijada"":50,""falcon"":28}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
061101005,61101005,UNIDA EDUCATIVA BASICA QUILINA,BOLIVAR,PADRE PEDRO CHIEN,EL PALMAR,2,965,398,396,2,275,41,80,41,80,69.444444,10.353535,20.20202,41.243523,"{""bertucci_quijada"":80,""falcon"":41}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
061101006,61101006,ESCUELA ESTADAL CONCENTRADA 132-135-107-306,BOLIVAR,PADRE PEDRO CHIEN,EL PALMAR,2,1129,475,474,1,355,38,81,38,81,74.894515,8.016878,17.088608,42.072631,"{""bertucci_quijada"":81,""falcon"":38}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
061101007,61101007,ESCUELA JOSEFINA OSUNA,BOLIVAR,PADRE PEDRO CHIEN,EL PALMAR,2,872,236,234,2,140,52,42,52,42,59.82906,22.222222,17.948718,27.06422,"{""bertucci_quijada"":42,""falcon"":52}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
061101008,61101008,ESCUELA NACIONAL CONCENTRADA 239 SIN NUMERO,BOLIVAR,PADRE PEDRO CHIEN,EL PALMAR,1,727,289,285,4,198,27,60,27,60,69.473684,9.473684,21.052632,39.752407,"{""bertucci_quijada"":60,""falcon"":27}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
061101009,61101009,ESCUELA NACIONAL MIXTA CHIGUIRE,BOLIVAR,PADRE PEDRO CHIEN,EL PALMAR,1,502,207,205,2,153,15,37,15,37,74.634146,7.317073,18.04878,41.23506,"{""bertucci_quijada"":37,""falcon"":15}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
061101010,61101010,ESCUELA NACIONAL UNITARIA NUMERO 148 JUAN DE DIOS,BOLIVAR,PADRE PEDRO CHIEN,EL PALMAR,1,502,224,222,2,159,25,38,25,38,71.621622,11.261261,17.117117,44.621514,"{""bertucci_quijada"":38,""falcon"":25}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
061101011,61101011,UNIDAD EDUCATIVA BOLIVARIANA JOSE EUGENIO SANCHEZ AFANADOR,BOLIVAR,PADRE PEDRO CHIEN,EL PALMAR,1,799,290,287,3,221,24,42,24,42,77.003484,8.362369,14.634146,36.295369,"{""bertucci_quijada"":42,""falcon"":24}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
061101012,61101012,UNIDA EDUCATIVA BASICA CURAIMA,BOLIVAR,PADRE PEDRO CHIEN,EL PALMAR,1,367,212,210,2,98,15,97,15,97,46.666667,7.142857,46.190476,57.765668,"{""bertucci_quijada"":97,""falcon"":15}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
070101001,70101001,ESCUELA BASICA  MIGUEL MARIN,CARABOBO,BEJUMA,BEJUMA,7,5019,1600,1584,16,1165,306,113,306,113,73.54798,19.318182,7.133838,31.87886,"{""bertucci_quijada"":113,""falcon"":306}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
070101002,70101002,LICEO NACIONAL ARTURO MICHELENA,CARABOBO,BEJUMA,BEJUMA,5,3739,1461,1442,19,1069,281,92,281,92,74.133148,19.486824,6.380028,39.074619,"{""bertucci_quijada"":92,""falcon"":281}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
070101003,70101003,ESCUELA BASICA CRESPO GARROTE,CARABOBO,BEJUMA,BEJUMA,4,2721,1165,1154,11,900,171,83,171,83,77.989601,14.818024,7.192374,42.815141,"{""bertucci_quijada"":83,""falcon"":171}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
070101004,70101004,ESCUELA ESTADAL GRADUADA JULIAN MELLADO,CARABOBO,BEJUMA,BEJUMA,4,3091,1210,1178,32,945,171,62,171,62,80.220713,14.516129,5.263158,39.145907,"{""bertucci_quijada"":62,""falcon"":171}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
070101007,70101007,ESCUELA ESTADAL JOSE IGNACIO PULIDO,CARABOBO,BEJUMA,BEJUMA,4,2718,752,736,16,508,179,49,179,49,69.021739,24.320652,6.657609,27.667403,"{""bertucci_quijada"":49,""falcon"":179}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
070101008,70101008,NUCLEO ESCOLAR NO 79,CARABOBO,BEJUMA,BEJUMA,1,101,46,46,0,46,0,0,0,0,100.0,0.0,0.0,45.544554,"{""bertucci_quijada"":0,""falcon"":0}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
070101009,70101009,PRE ESCOLAR EL RINCON,CARABOBO,BEJUMA,BEJUMA,5,3245,1666,1636,30,1312,196,128,196,128,80.195599,11.98044,7.823961,51.340524,"{""bertucci_quijada"":128,""falcon"":196}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
070101013,70101013,UNIDAD EDUCATIVA INSTITUTO SAN MARTIN,CARABOBO,BEJUMA,BEJUMA,3,1838,527,519,8,358,103,58,103,58,68.978805,19.845857,11.175337,28.67247,"{""bertucci_quijada"":58,""falcon"":103}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
070101014,70101014,JARDIN DE INFANCIA LOS GATICOS,CARABOBO,BEJUMA,BEJUMA,3,1825,880,875,5,735,90,50,90,50,84.0,10.285714,5.714286,48.219178,"{""bertucci_quijada"":50,""falcon"":90}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
070101015,70101015,UNIDAD EDUCATIVA EL NARANJAL NUCLEO ESCOLAR RURAL Nº 009,CARABOBO,BEJUMA,BEJUMA,1,86,40,40,0,36,1,3,1,3,90.0,2.5,7.5,46.511628,"{""bertucci_quijada"":3,""falcon"":1}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
070102001,70102001,ESCUELA BASICA PIMENTEL CORONEL,CARABOBO,BEJUMA,CANOABO,3,1958,849,831,18,480,302,49,302,49,57.761733,36.341757,5.89651,43.360572,"{""bertucci_quijada"":49,""falcon"":302}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
070102002,70102002,ESCUELA TECNICA AGROPECUARIA CARLOS SANDA,CARABOBO,BEJUMA,CANOABO,1,675,324,317,7,167,113,37,113,37,52.681388,35.646688,11.671924,48.0,"{""bertucci_quijada"":37,""falcon"":113}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
070102003,70102003,UNIDAD EDUCATIVA PALMICHAL NO 80,CARABOBO,BEJUMA,CANOABO,1,398,173,171,2,125,27,19,27,19,73.099415,15.789474,11.111111,43.467337,"{""bertucci_quijada"":19,""falcon"":27}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
070102004,70102004,ESCUELA BOLIVARIANA VALLE HONDO,CARABOBO,BEJUMA,CANOABO,1,473,251,249,2,178,51,20,51,20,71.485944,20.481928,8.032129,53.065539,"{""bertucci_quijada"":20,""falcon"":51}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
070102005,70102005,ESCUELA BASICA ESTADAL DON VIVIANO VARGAS,CARABOBO,BEJUMA,CANOABO,1,719,403,395,8,211,144,40,144,40,53.417722,36.455696,10.126582,56.05007,"{""bertucci_quijada"":40,""falcon"":144}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
070102006,70102006,ESCUELA BASICA LA BELEN NUMERO 74,CARABOBO,BEJUMA,CANOABO,2,962,558,554,4,399,130,25,130,25,72.021661,23.465704,4.512635,58.004158,"{""bertucci_quijada"":25,""falcon"":130}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
070102007,70102007,JARDIN DE INFANCIA BOLIVARIANO PIMENTEL CORONEL,CARABOBO,BEJUMA,CANOABO,1,409,189,178,11,111,54,13,54,13,62.359551,30.337079,7.303371,46.210269,"{""bertucci_quijada"":13,""falcon"":54}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
070102008,70102008,UNIDAD EDUCATIVA AGUA CLARA,CARABOBO,BEJUMA,CANOABO,1,106,80,78,2,62,11,5,11,5,79.487179,14.102564,6.410256,75.471698,"{""bertucci_quijada"":5,""falcon"":11}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
070102009,70102009,CENTRO DE EDUCACION INICIAL GUINEO,CARABOBO,BEJUMA,CANOABO,1,103,59,59,0,38,19,2,19,2,64.40678,32.20339,3.389831,57.281553,"{""bertucci_quijada"":2,""falcon"":19}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
070103001,70103001,GRUPO ESCOLAR PARAMACONI,CARABOBO,BEJUMA,SIMON BOLIVAR,3,2228,693,683,10,480,165,38,165,38,70.278184,24.158126,5.56369,31.104129,"{""bertucci_quijada"":38,""falcon"":165}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
070103002,70103002,UNIDAD EDUCATIVA CARIAPRIMA,CARABOBO,BEJUMA,SIMON BOLIVAR,1,679,305,304,1,235,60,9,60,9,77.302632,19.736842,2.960526,44.918999,"{""bertucci_quijada"":9,""falcon"":60}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
070103003,70103003,ESCUELA SARA DE MORENO,CARABOBO,BEJUMA,SIMON BOLIVAR,2,1091,408,406,2,274,110,22,110,22,67.487685,27.093596,5.418719,37.396884,"{""bertucci_quijada"":22,""falcon"":110}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
070103004,70103004,ESCUELA ESTATAL TORCUATO MANZO NUÑEZ,CARABOBO,BEJUMA,SIMON BOLIVAR,2,1257,570,565,5,425,122,18,122,18,75.221239,21.59292,3.185841,45.346062,"{""bertucci_quijada"":18,""falcon"":122}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
070103005,70103005,UNIDAD EDUCATIVA SIMON RODRIGUEZ,CARABOBO,BEJUMA,SIMON BOLIVAR,1,745,414,406,8,260,113,33,113,33,64.039409,27.832512,8.128079,55.57047,"{""bertucci_quijada"":33,""falcon"":113}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
070103006,70103006,UNIDAD EDUCATIVA EDUARDO BLANCO,CARABOBO,BEJUMA,SIMON BOLIVAR,1,209,133,133,0,111,13,9,13,9,83.458647,9.774436,6.766917,63.636364,"{""bertucci_quijada"":9,""falcon"":13}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
070201001,70201001,ESCUELA FRANCISCO ARAMENDI,CARABOBO,CARLOS ARVELO,GUIGUE,5,3364,2079,2051,28,1395,361,295,361,295,68.015602,17.60117,14.383228,61.801427,"{""bertucci_quijada"":295,""falcon"":361}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
070201002,70201002,ESCUELA CONCENTRADA 5 DE JULIO,CARABOBO,CARLOS ARVELO,GUIGUE,4,2642,1820,1787,33,1416,188,183,188,183,79.238948,10.520425,10.240627,68.887207,"{""bertucci_quijada"":183,""falcon"":188}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
